LMC0235  0.30  0.38   8.10      2  4 55 45 -68 16 52 14.23  0.10 SL107,KMHK291
LMC0236  0.10  0.26   8.00      1  4 55 45 -68 33 03 15.63  0.12 H88-36,H80F1-28,KMHK293
LMC0239  0.10  0.26   7.50      1  4 55 52 -69 42 21 12.18  0.09 BSDL268
LMC0241* 0.10  0.33   8.10      1  4 55 55 -71 24 58 13.68  0.12 BRHT25b,KMHK312
LMC0243  0.08  0.48   7.90      1  4 55 57 -70 13 32 12.22  0.12 NGC1766,SL113,ESO56SC29,:KMHK304
LMC0244* 0.15  0.38   7.30      1  4 56 07 -69 14 50 11.63  0.12 SL114,KMHK305
LMC0247  0.10  0.85   8.10      2  4 56 22 -68 58 00 11.60  0.12 SL117,KMHK314
LMC0248  0.10  0.67   7.80      1  4 56 24 -68 48 14 12.11  0.12 SL116,KMHK315
LMC0249* 0.13  0.30   7.60      2  4 56 25 -67 56 21 12.92  0.09 BRHT60b,H88-41,KMHK309s
LMC0250* 0.13  0.62   7.30      2  4 56 27 -69 24 12 10.09  0.12 NGC1767,SL120,ESO56SC31,KMHK318
LMC0251* 0.10  0.22   7.50      2  4 56 27 -67 55 57 12.51  0.09 BRHT60a,KMHK309n
LMC0252  0.10  0.55   7.80      1  4 56 28 -67 41 41 12.49  0.11 NGC1764,SL115,ESO56SC30,:KMHK308
LMC0256* 0.08  0.57   7.80      2  4 56 33 -69 22 11 12.60  0.12 SL123,KMHK320
LMC0257  0.08  0.29   8.10      3  4 56 33 -67 01 03 15.68  0.11 KMHK311
LMC0258  0.06  0.48   7.30      1  4 56 34 -66 28 25 10.73  0.11 HD32228,KMHK307
LMC0263  0.10  0.30   8.00      1  4 56 39 -68 38 05 14.24  0.13 H88-46,H80F1-31,KMHK319
LMC0264  0.10  0.29   8.00      1  4 56 39 -68 40 01 13.95  0.13 H88-45,H80F1-30,KMHK321
LMC0265  0.10  0.25   7.00      3  4 56 41 -69 27 55 12.58  0.11 BSDL295
LMC0267  0.10  0.35   7.90      1  4 56 45 -69 26 21 13.80  0.12 H88-43,H80F1-32
LMC0269  0.15  0.38   7.90      1  4 56 50 -71 24 53 14.24  0.12 HS75,KMHK347
LMC0272* 0.25  0.25   7.60      2  4 56 52 -68 00 20 13.37  0.09 BRHT45b
LMC0273  0.25  0.72   7.60      1  4 56 53 -69 33 22 10.74  0.10 NGC1772,SL128,ESO56SC33,KMHK334
LMC0275* 0.15  0.31   8.00      2  4 56 54 -68 00 08 13.05  0.09 HS72,BRHT45a,KMHK326
LMC0277* 0.25  0.30   7.80      2  4 57 02 -68 14 56 13.25  0.10 NGC1768,SL127,ESO56SC32,KMHK331
LMC0278* 0.08  0.31   7.80      3  4 57 04 -66 42 35 15.89  0.12 KMHK325
LMC0279  0.08  0.29   8.20      2  4 57 05 -67 24 50 14.18  0.11 HS73,KMHK330
LMC0280  0.08  0.29   8.40      2  4 57 07 -67 49 48 15.65  0.10 H88-48,KMHK333
LMC0281  0.15  0.20   8.30      1  4 57 08 -70 06 42 14.99  0.12 BSDL320
LMC0282* 0.03  0.33   8.00/8.40 1  4 57 10 -66 41 48 13.98  0.12 KMHK329
LMC0283  0.03  0.38   8.40      2  4 57 13 -66 53 05 15.02  0.12 KMHK332
LMC0286  0.03  0.50   8.60      2  4 57 26 -67 41 07 17.65  0.11 SL132,KMHK348
LMC0287  0.03  0.43   8.50      2  4 57 27 -65 49 30 13.82  0.11 SL131,KMHK336
LMC0291  0.05  0.25   7.90      2  4 57 43 -66 24 30 14.48  0.12 BSDL322
LMC0293  0.22  0.57   7.20      1  4 57 51 -69 23 35 10.20  0.13 NGC1782,SL140,ESO56SC36,KMHK363
LMC0294  0.15  0.38   8.40      1  4 57 52 -65 28 29 14.66  0.14 LW102,KMHK350
LMC0295  0.03  0.50   8.30      2  4 57 53 -66 43 35 14.61  0.12 SL138,KMHK354
LMC0296  0.05  0.52   8.70      1  4 57 55 -65 48 56 15.00  0.11 LW103,KMHK353
LMC0299  0.08  0.80   7.70      1  4 58 06 -67 14 32 10.35  0.09 NGC1774,SL141,ESO85SC26,KMHK360
