|              Name | RAh | RAm |  RAs | DE- | DEd | DEm | DEs | TT |  SFRa |  KLum |    DM |   Dist |  n_clust |                                  reference |  
|          UGC06145 |  11 |   5 | 35.0 |   - |   1 |  51 |  49 | 10 | -3.07 |  7.83 | 30.15 | 10.715 |          |                                            |
|        NGC3521sat |  11 |   5 | 40.7 |   + |   0 |   7 |  15 | -1 |   0.0 |  8.62 | 30.15 | 10.715 |          |                                            |
|           NGC3521 |  11 |   5 | 48.6 |   - |   0 |   2 |   9 |  4 |   0.5 | 11.09 | 30.15 | 10.715 |          |                                            |
|            KKSG22 |  11 |   6 |  7.7 |   - |   1 |  26 |  55 | 10 |   0.0 |  7.11 | 30.15 | 10.715 |          |                                            |
|           NGC3556 |  11 |  11 | 31.0 |   + |  55 |  40 |  26 |  6 | -0.04 | 10.52 | 29.98 |  9.908 |          |                                            |
|            DDO092 |  11 |  13 | 26.1 |   + |  53 |  35 |  42 |  9 | -1.76 |  8.02 | 29.98 |  9.908 |          |                                            |
|             LeoII |  11 |  13 | 29.2 |   + |  22 |   9 |  17 | -3 |   0.0 |  6.58 | 21.61 |   0.21 |          |                                            |
|           NGC3593 |  11 |  14 | 35.9 |   + |  12 |  49 |   7 |  1 | -0.55 | 10.43 | 30.17 | 10.814 |          |                                            |
|         AGC202256 |  11 |  14 | 45.0 |   + |  12 |  38 |  51 | 10 |   0.0 |  7.69 | 30.21 | 11.015 |          |                                            |
|            IC2684 |  11 |  17 |  1.0 |   + |  13 |   5 |  59 | 10 |   0.0 |  7.87 | 30.06 |  10.28 |          |                                            |
|           NGC3621 |  11 |  18 | 16.1 |   - |  32 |  48 |  42 |  7 |  0.26 | 10.35 | 29.13 |  6.699 |          |                                            |
|         AGC215354 |  11 |  19 | 15.9 |   + |  14 |  17 |  25 |  9 |   0.0 |  7.37 | 30.09 | 10.423 |          |                                            |
|           NGC3627 |  11 |  20 | 15.0 |   + |  12 |  59 |  29 |  4 |  0.36 | 11.01 | 30.06 |  10.28 |          |                                            |
|         AGC213436 |  11 |  22 | 24.0 |   + |  12 |  58 |  46 | -1 |   0.0 |  8.34 | 30.06 |  10.28 |          |                                            |
|             KKH67 |  11 |  23 |  3.5 |   + |  21 |  19 |  37 | -2 |   0.0 |  7.63 |  30.0 |   10.0 |          |                                            |
|            IC2787 |  11 |  23 | 19.1 |   + |  13 |  37 |  47 |  9 | -4.57 |  8.05 | 30.06 |  10.28 |          |                                            |
|            IC2791 |  11 |  23 | 37.6 |   + |  12 |  53 |  45 |  9 |   0.0 |  7.56 | 30.06 |  10.28 |          |                                            |
|          UGC06456 |  11 |  28 |  0.6 |   + |  78 |  59 |  29 | 10 | -1.84 |   7.6 | 28.19 |  4.345 |          |                                            |
|            KDG078 |  11 |  29 | 54.0 |   + |  52 |  24 |  14 | 10 |   0.0 |  7.51 | 29.77 |  8.995 |          |                                            |
|              LeoV |  11 |  31 |  9.6 |   + |   2 |  13 |  12 | -3 |   0.0 |  4.46 | 21.25 |  0.178 |          |                                            |
|             LeoIV |  11 |  32 | 57.0 |   - |   0 |  32 |   0 | -3 | -7.16 |  4.63 | 20.99 |  0.158 |          |                                            |
|          UGC06541 |  11 |  33 | 29.1 |   + |  49 |  14 |  17 | 10 | -2.05 |  7.75 | 27.95 |   3.89 |          |                                            |
|           NGC3738 |  11 |  35 | 48.6 |   + |  54 |  31 |  22 |  9 | -1.43 |  8.85 | 28.45 |  4.898 |          |                                            |
|           NGC3741 |  11 |  36 |  6.4 |   + |  45 |  17 |   7 |  9 | -2.44 |  7.38 | 27.41 |  3.034 |          |                                            |
|        ESO320-014 |  11 |  37 | 53.4 |   - |  39 |  13 |  14 | 10 |   0.0 |  7.74 | 28.92 |  6.081 |          |                                            |
|             KK109 |  11 |  47 | 11.2 |   + |  43 |  40 |  19 | 10 | -5.39 |  6.35 | 28.27 |  4.508 |          |                                            |
|            DDO097 |  11 |  48 | 57.2 |   + |  23 |  50 |  16 | 10 | -1.93 |  8.53 | 30.69 |  13.74 |          |                                            |
|             KKH73 |  11 |  50 |  6.4 |   + |  55 |  47 |   0 | 10 |   0.0 |  7.26 | 29.77 |  8.995 |          |                                            |
|            DDO099 |  11 |  50 | 53.0 |   + |  38 |  52 |  50 | 10 | -2.64 |  7.42 | 27.11 |  2.642 |          |                                            |
|        ESO379-007 |  11 |  54 | 43.0 |   - |  33 |  33 |  29 | 10 | -3.65 |  7.32 | 28.59 |  5.224 |          |                                            |
|          UGC06881 |  11 |  54 | 44.7 |   + |  20 |   3 |  20 | 10 |   0.0 |  8.38 | 31.07 | 16.368 |          |                                            |
|            KDG082 |  11 |  55 | 39.4 |   + |  31 |  31 |  10 |  8 | -1.76 |  8.92 |  31.1 | 16.596 |          |                                            |
|      KUG 1157+315 |  12 |   0 | 16.2 |   + |  31 |  13 |  30 |  8 |   0.0 |   8.9 | 31.83 | 23.227 |          |                                            |
|           NGC4068 |  12 |   4 |  2.4 |   + |  52 |  35 |  19 |  9 | -1.83 |  8.28 | 28.17 |  4.305 |          |                                            |
|           NGC4080 |  12 |   4 | 51.8 |   + |  26 |  59 |  33 |  8 | -1.23 |  9.36 | 30.88 | 14.997 |          |                                            |
|            IC2992 |  12 |   5 | 15.9 |   + |  30 |  51 |  20 |  9 | -1.77 |  8.55 | 30.52 | 12.706 |          |                                            |
|          UGC07131 |  12 |   9 | 11.8 |   + |  30 |  54 |  24 |  8 |   0.0 |  8.19 | 31.13 | 16.827 |          |                                            |
|    MCG +06-27-017 |  12 |   9 | 56.4 |   + |  36 |  26 |   7 |  9 | -3.71 |  7.88 | 28.42 |  4.831 |          |                                            |
|           NGC4144 |  12 |   9 | 59.3 |   + |  46 |  27 |  26 |  7 | -0.88 |  9.29 |  29.3 |  7.244 |          |                                            |
|            IC3023 |  12 |  10 |  1.7 |   + |  14 |  22 |   1 | 10 |   0.0 |  7.95 | 29.43 |  7.691 |          |                                            |
|           NGC4150 |  12 |  10 | 33.6 |   + |  30 |  24 |   6 | -1 | -2.02 |  10.0 | 30.69 |  13.74 |          |                                            |
|           NGC4163 |  12 |  12 |  8.9 |   + |  36 |  10 |  10 |  9 | -2.97 |   7.9 | 27.34 |  2.938 |          |                                            |
|             KK127 |  12 |  13 | 22.7 |   + |  29 |  55 |  18 |  8 |   0.0 |  8.19 | 31.19 | 17.298 |          |                                            |
|           NGC4190 |  12 |  13 | 44.6 |   + |  36 |  38 |   0 |  9 | -2.42 |   7.9 | 27.25 |  2.818 |          |                                            |
|        ESO321-014 |  12 |  13 | 49.6 |   - |  38 |  13 |  53 | 10 |  -3.1 |  7.25 | 27.51 |  3.177 |          |                                            |
|          UGC07242 |  12 |  14 |  7.4 |   + |  66 |   5 |  32 | 10 | -2.76 |  7.91 | 28.67 |   5.42 |          |                                            |
|           VCC0114 |  12 |  14 | 35.2 |   + |   5 |  40 |  38 | 10 |   0.0 |  7.64 | 29.57 |  8.204 |          |                                            |
|            KDG090 |  12 |  14 | 57.9 |   + |  36 |  13 |   8 | 10 | -5.13 |  6.86 | 27.28 |  2.858 |          |                                            |
|           UGC7257 |  12 |  15 |  3.0 |   + |  35 |  57 |  31 |  8 |   0.0 |   8.3 | 29.72 |   8.79 |          |                                            |
|           NGC4204 |  12 |  15 | 14.4 |   + |  20 |  39 |  31 |  7 | -1.05 |  9.12 | 29.52 |  8.017 |          |                                            |
|          UGC07267 |  12 |  15 | 23.6 |   + |  51 |  21 |   0 |  8 | -1.71 |  8.77 | 30.55 | 12.882 |          |                                            |
|          UGC07271 |  12 |  15 | 33.4 |   + |  43 |  26 |   3 |  7 | -1.45 |  8.59 | 31.35 | 18.621 |          |                                            |
|           NGC4214 |  12 |  15 | 38.9 |   + |  36 |  19 |  39 |  8 | -0.83 |   9.0 | 27.34 |  2.938 |          |                                            |
|    MCG +09-20-131 |  12 |  15 | 46.7 |   + |  52 |  23 |  15 | 10 | -3.84 |   7.5 | 28.31 |  4.592 |          |                                            |
|           VCC0169 |  12 |  15 | 56.2 |   + |   9 |  38 |  57 | 10 |   0.0 |  7.56 | 29.87 |  9.419 |          |                                            |
|            IC3077 |  12 |  15 | 56.3 |   + |  14 |  25 |  59 |  9 | -2.87 |  8.16 |  29.8 |   9.12 |          |                                            |
|          UGC07298 |  12 |  16 | 28.6 |   + |  52 |  13 |  38 | 10 | -4.25 |  7.25 | 28.12 |  4.207 |          |                                            |
|           NGC4236 |  12 |  16 | 43.3 |   + |  69 |  27 |  56 |  8 |  -0.6 |  9.62 | 28.24 |  4.446 |          |                                            |
|     LV J1217+4703 |  12 |  17 | 10.1 |   + |  47 |   3 |  49 | 10 |   0.0 |  6.66 | 29.46 |  7.798 |          |                                            |
|          UGC07320 |  12 |  17 | 28.5 |   + |  44 |  48 |  41 | 10 |   0.0 |  8.04 | 29.82 |  9.204 |          |                                            |
|           NGC4244 |  12 |  17 | 29.9 |   + |  37 |  48 |  27 |  6 | -0.86 |  9.55 | 28.26 |  4.487 |          |                                            |
|           NGC4242 |  12 |  17 | 30.2 |   + |  45 |  37 |  10 |  7 | -1.05 |  9.47 | 29.49 |  7.907 |          |                                            |
|           UGC7321 |  12 |  17 | 34.0 |   + |  22 |  32 |  25 |  7 |   0.0 |  9.56 | 31.18 | 17.219 |          |                                            |
|             KKH78 |  12 |  17 | 44.5 |   + |  33 |  20 |  43 | 10 |   0.0 |  6.54 | 28.36 |  4.699 |          |                                            |
|           NGC4248 |  12 |  17 | 49.9 |   + |  47 |  24 |  33 |  8 | -1.92 |  8.82 | 29.35 |  7.413 |          |                                            |
|         AGC229053 |  12 |  18 | 15.5 |   + |  25 |  34 |   6 | 10 |   0.0 |  7.65 | 31.26 | 17.865 |          |                                            |
|            KDG098 |  12 |  18 | 29.4 |   + |  28 |  38 |  45 | -1 |   0.0 |   8.3 | 29.77 |  8.995 |          |                                            |
|            IC3104 |  12 |  18 | 46.1 |   - |  79 |  43 |  34 |  9 | -2.37 |  8.38 | 26.78 |   2.27 |          |                                            |
|           NGC4258 |  12 |  18 | 57.5 |   + |  47 |  18 |  14 |  4 |  0.46 | 10.94 | 29.47 |  7.834 |          |                                            |
|             KK132 |  12 |  19 |  6.5 |   + |  47 |  43 |  51 | -1 |   0.0 |  7.36 | 29.46 |  7.798 |          |                                            |
|            KDG101 |  12 |  19 |  9.1 |   + |  47 |   5 |  23 | 10 | -3.92 |   7.7 |  29.3 |  7.244 |          |                                            |
|             KK134 |  12 |  19 | 33.8 |   + |  47 |  27 |   6 | -3 |   0.0 |  7.96 | 29.46 |  7.798 |          |                                            |
|        d1219+4705 |  12 |  19 | 36.8 |   + |  47 |   5 |  33 | -3 |   0.0 |  7.34 | 29.46 |  7.798 |          |                                            |
|            IC 779 |  12 |  19 | 38.7 |   + |  29 |  53 |   0 | -1 |   0.0 |  9.04 | 31.11 | 16.672 |          |                                            |
|      [KKH2011]S11 |  12 |  20 | 30.1 |   + |  47 |  29 |  25 | -3 |   0.0 |  6.57 | 29.46 |  7.798 |          |                                            |
|        d1220+4649 |  12 |  20 | 55.0 |   + |  46 |  49 |  45 | -3 |   0.0 |  7.01 | 29.46 |  7.798 |          |                                            |
|            KDG104 |  12 |  21 | 27.9 |   + |  15 |   1 |  28 | 10 |   0.0 |   7.5 | 29.87 |  9.419 |          |                                            |
|            KDG105 |  12 |  21 | 43.0 |   + |  37 |  59 |  14 | 10 |   0.0 |  7.37 |  29.4 |  7.586 |          |                                            |
|           NGC4308 |  12 |  21 | 56.9 |   + |  30 |   4 |  27 | -1 |   0.0 |  9.36 | 30.73 | 13.996 |          |                                            |
|             KK138 |  12 |  21 | 58.4 |   + |  28 |  14 |  34 | 10 |   0.0 |  6.41 |  29.0 |   6.31 |          |                                            |
|              GR34 |  12 |  22 |  7.6 |   + |  15 |  47 |  57 | 10 |   0.0 |  7.81 | 29.75 |  8.913 |          |                                            |
|           VCC0565 |  12 |  22 | 38.5 |   + |   6 |   0 |  52 | 10 |   0.0 |  7.91 | 29.91 |  9.594 |          |                                            |
|            IC3247 |  12 |  23 | 14.0 |   + |  28 |  53 |  38 |  7 |   0.0 |  9.26 | 31.94 | 24.434 |          |                                            |
|            BTS132 |  12 |  23 | 46.2 |   + |  47 |  39 |  32 | -3 |   0.0 |  7.41 | 29.46 |  7.798 |          |                                            |
|            IC3308 |  12 |  25 | 17.9 |   + |  26 |  42 |  53 |  8 | -1.84 |  8.53 | 30.54 | 12.823 |          |                                            |
|          UGC07512 |  12 |  25 | 41.3 |   + |   2 |   9 |  32 | 10 |   0.0 |  8.25 | 30.13 | 10.617 |          |                                            |
|           VCC0841 |  12 |  25 | 47.0 |   + |  14 |  57 |   7 |  9 |   0.0 |   7.9 | 29.49 |  7.907 |          |                                            |
|           NGC4395 |  12 |  25 | 49.8 |   + |  33 |  32 |  46 |  8 | -0.78 |  9.44 | 28.32 |  4.613 |          |                                            |
|           UGCA281 |  12 |  26 | 16.0 |   + |  48 |  29 |  31 | 10 |  -1.3 |  7.82 | 28.77 |  5.675 |          |                                            |
|             ComaI |  12 |  26 | 59.0 |   + |  23 |  54 |  15 | -3 |   0.0 |  4.24 | 18.13 |  0.042 |          |                                            |
|            DDO126 |  12 |  27 |  5.1 |   + |  37 |   8 |  33 | 10 | -2.08 |  8.08 | 28.44 |  4.875 |          |                                            |
|            DDO125 |  12 |  27 | 41.8 |   + |  43 |  29 |  38 |  9 | -2.79 |   8.1 | 27.19 |  2.742 |          |                                            |
|          UGC07584 |  12 |  28 |  2.9 |   + |  22 |  35 |  22 |  9 | -2.46 |  7.74 | 29.82 |  9.204 |          |                                            |
|           NGC4449 |  12 |  28 | 11.2 |   + |  44 |   5 |  40 |  8 | -0.21 |  9.66 | 28.12 |  4.207 |          |                                            |
|            DDO127 |  12 |  28 | 28.5 |   + |  37 |  14 |   0 | 10 | -2.97 |  7.96 | 29.19 |  6.887 |          |                                            |
|          UGC07596 |  12 |  28 | 33.9 |   + |   8 |  38 |  23 | 10 |   0.0 |  7.65 | 28.31 |  4.592 |          |                                            |
|          UGC07605 |  12 |  28 | 39.0 |   + |  35 |  43 |   5 | 10 | -2.62 |  7.65 | 28.23 |  4.426 |          |                                            |
|           NGC4455 |  12 |  28 | 44.1 |   + |  22 |  49 |  21 |  7 |  -1.2 |  8.95 | 29.62 |  8.395 |          |                                            |
|            DDO129 |  12 |  28 | 44.2 |   + |  43 |  13 |  27 |  8 | -1.47 |  8.81 | 29.75 |  8.913 |          |                                            |
|     LV J1228+4358 |  12 |  28 | 44.9 |   + |  43 |  58 |  18 | 10 |   0.0 |  7.83 | 28.05 |  4.074 |          |                                            |
|           NGC4460 |  12 |  28 | 45.8 |   + |  44 |  51 |  52 |  1 | -0.76 |  9.66 | 29.91 |  9.594 |          |                                            |
|             KK149 |  12 |  28 | 52.3 |   + |  42 |  10 |  40 | 10 | -2.49 |  8.19 | 29.75 |  8.913 |          |                                            |
|          UGC07639 |  12 |  29 | 53.0 |   + |  47 |  31 |  48 |  9 | -2.94 |  8.33 | 29.27 |  7.145 |          |                                            |
|          UGC07636 |  12 |  30 |  1.0 |   + |   7 |  55 |  46 | 10 |   0.0 |  7.76 | 28.58 |    5.2 |          |                                            |
|           NGC4485 |  12 |  30 | 31.2 |   + |  41 |  42 |   0 |  8 | -1.08 |  8.61 | 28.82 |  5.808 |          |                                            |
|           NGC4490 |  12 |  30 | 36.4 |   + |  41 |  38 |  37 |  7 |  -0.1 |  9.91 | 28.82 |  5.808 |          |                                            |
|      CGCG 014-054 |  12 |  31 |  3.8 |   + |   1 |  40 |  33 |  9 |   0.0 |  8.01 | 29.91 |  9.594 |          |                                            |
|       MAPS1231+42 |  12 |  31 |  9.0 |   + |  42 |   5 |  39 | 10 |   0.0 |  6.69 | 28.82 |  5.808 |          |                                            |
|            DDO131 |  12 |  31 | 58.6 |   + |  29 |  42 |  35 | 10 |   0.0 |  7.99 | 29.54 |  8.091 |          |                                            |
|           UGC7678 |  12 |  32 |  0.4 |   + |  39 |  49 |  55 |  9 | -1.93 |   8.0 | 29.19 |  6.887 |          |                                            |
|          UGC07690 |  12 |  32 | 26.9 |   + |  42 |  42 |  15 |  8 |  -1.2 |  8.86 | 30.25 |  11.22 |          |                                            |
|           NGC4517 |  12 |  32 | 45.5 |   + |   0 |   6 |  54 |  7 |   0.0 |  10.4 | 29.93 |  9.683 |          |                                            |
|          UGC07699 |  12 |  32 | 48.0 |   + |  37 |  37 |  18 |  7 | -0.87 |  9.19 | 30.81 | 14.521 |          |                                            |
|            DDO133 |  12 |  32 | 53.0 |   + |  31 |  32 |  21 | 10 | -1.86 |  8.24 | 28.43 |  4.853 |          |                                            |
|           NGC4509 |  12 |  33 |  6.8 |   + |  32 |   5 |  30 |  9 |   0.0 |  8.72 | 30.02 | 10.093 |          |                                            |
|            BTS142 |  12 |  33 |  7.4 |   + |  38 |   6 |  58 | 10 |   0.0 |   6.9 |  30.0 |   10.0 |          |                                            |
|             KK152 |  12 |  33 | 24.9 |   + |  33 |  21 |   5 | 10 |   0.0 |  7.44 | 29.19 |  6.887 |          |                                            |
|           UGC7719 |  12 |  34 |  0.6 |   + |  39 |   1 |  10 |  8 | -1.77 |  8.21 | 29.82 |  9.204 |          |                                            |
|           NGC4534 |  12 |  34 |  5.5 |   + |  35 |  31 |   6 |  8 | -0.96 |  8.82 | 29.96 |  9.817 |          |                                            |
|           UGC7751 |  12 |  35 | 11.8 |   + |  41 |   3 |  39 |  9 |   0.0 |  7.49 | 29.49 |  7.907 |          |                                            |
|     LV J1235-1104 |  12 |  35 | 39.4 |   - |  11 |   4 |   2 | 10 |   0.0 |  8.04 |  30.0 |   10.0 |          |                                            |
|           NGC4559 |  12 |  35 | 57.7 |   + |  27 |  57 |  35 |  6 |  0.06 | 10.11 | 29.54 |  8.091 |          |                                            |
|          UGC07774 |  12 |  36 | 22.5 |   + |  40 |   0 |  19 |  7 | -1.04 |   9.6 | 31.77 | 22.594 |          |                                            |
|           VCC1675 |  12 |  36 | 35.0 |   + |   8 |   3 |  17 |  9 |   0.0 |  8.22 | 29.38 |  7.516 |          |                                            |
|            IC3583 |  12 |  36 | 43.5 |   + |  13 |  15 |  34 |  9 |   0.0 |   8.6 |  29.4 |  7.586 |          |                                            |
|       MAPS1236+33 |  12 |  36 | 49.4 |   + |  33 |  36 |  48 | 10 |   0.0 |  7.66 | 30.34 | 11.695 |          |                                            |
|            IC3591 |  12 |  37 |  3.0 |   + |   6 |  55 |  36 |  9 | -1.19 |  8.66 | 29.96 |  9.817 |          |                                            |
|            KKSG29 |  12 |  37 | 14.1 |   - |  10 |  29 |  51 | 10 |   0.0 |  7.46 | 29.43 |  7.691 |          |                                            |
|            Arp211 |  12 |  37 | 21.3 |   + |  38 |  44 |  43 | 10 | -2.54 |  7.63 |  29.1 |  6.607 |          |                                            |
|           VCC1713 |  12 |  37 | 29.1 |   + |   4 |  45 |   5 |  9 |   0.0 |  7.66 | 29.29 |  7.211 |          |                                            |
|            KKSG30 |  12 |  37 | 35.9 |   - |   8 |  52 |   2 | 10 |   0.0 |  7.71 |  29.8 |   9.12 |          |                                            |
|           VCC1725 |  12 |  37 | 41.2 |   + |   8 |  33 |  33 |  9 |   0.0 |  8.48 | 29.65 |  8.511 |          |                                            |
|            KKSG31 |  12 |  38 | 33.7 |   - |  10 |  29 |  25 | -3 |   0.0 |  7.86 | 29.84 |   9.29 |          |                                            |
|           UGCA292 |  12 |  38 | 40.0 |   + |  32 |  46 |   0 | 10 | -2.65 |  6.73 | 27.79 |  3.614 |          |                                            |
|          UGC07827 |  12 |  39 | 38.9 |   + |  44 |  49 |  15 | 10 | -1.87 |  7.76 | 29.65 |  8.511 |          |                                            |
|            KKSG32 |  12 |  39 | 55.0 |   - |  11 |  44 |  48 | -3 |   0.0 |  7.57 | 29.84 |   9.29 |          |                                            |
|            KDG177 |  12 |  39 | 58.5 |   + |  13 |  46 |  53 | 10 |   0.0 |  7.59 | 29.57 |  8.204 |          |                                            |
|           NGC4594 |  12 |  39 | 59.1 |   - |  11 |  37 |  23 |  1 | -1.03 |  11.3 | 29.84 |   9.29 |          |                                            |
|           NGC4605 |  12 |  40 |  0.3 |   + |  61 |  36 |  29 |  8 | -0.67 |  9.69 | 28.69 |   5.47 |          |                                            |
|         AGC749241 |  12 |  40 |  1.7 |   + |  26 |  19 |  19 | 10 |   0.0 |  6.88 | 29.82 |  9.204 |          |                                            |
|            BTS146 |  12 |  40 |  2.1 |   + |  38 |   0 |   2 | 10 |   0.0 |  7.14 | 29.65 |  8.511 |          |                                            |
|             SUCD1 |  12 |  40 |  3.1 |   - |  11 |  40 |   4 | -1 |   0.0 |  7.37 | 29.84 |   9.29 |          |                                            |
|            KKSG33 |  12 |  40 |  8.9 |   - |  12 |  21 |  53 | -3 | -3.44 |  7.57 | 29.84 |   9.29 |          |                                            |
|           NGC4597 |  12 |  40 | 12.9 |   - |   5 |  47 |  57 |  8 | -0.75 |  8.66 | 30.02 | 10.093 |          |                                            |
|           NGC4600 |  12 |  40 | 23.0 |   + |   3 |   7 |   4 |  0 | -2.12 |  9.12 | 29.33 |  7.345 |          |                                            |
|            KKSG34 |  12 |  41 | 18.9 |   - |  11 |  55 |  39 | -3 |   0.0 |  7.78 | 29.84 |   9.29 |          |                                            |
|           NGC4618 |  12 |  41 | 32.8 |   + |  41 |   9 |   3 |  6 | -0.55 |  9.65 | 29.49 |  7.907 |          |                                            |
|     LV J1241+3251 |  12 |  41 | 47.3 |   + |  32 |  51 |  28 | 10 |   0.0 |  7.45 | 29.32 |  7.311 |          |                                            |
|           NGC4625 |  12 |  41 | 52.7 |   + |  41 |  16 |  26 |  7 | -1.24 |  9.21 | 29.49 |  7.907 |          |                                            |
|           NGC4627 |  12 |  41 | 59.7 |   + |  32 |  34 |  25 | -3 | -4.24 |   9.5 | 29.32 |  7.311 |          |                                            |
|           NGC4631 |  12 |  42 |  8.0 |   + |  32 |  32 |  29 |  7 | -0.18 | 10.49 | 29.34 |  7.379 |          |                                            |
|            IC3687 |  12 |  42 | 15.1 |   + |  38 |  30 |   7 | 10 | -1.89 |  8.19 |  28.3 |  4.571 |          |                                            |
|            BTS151 |  12 |  43 | 24.6 |   + |  32 |  28 |  56 | -2 |   0.0 |  7.75 | 29.32 |  7.311 |          |                                            |
|     LV J1243+3232 |  12 |  43 | 44.6 |   + |  32 |  32 |   4 | -1 |   0.0 |  7.11 | 29.32 |  7.311 |          |                                            |
|             KK160 |  12 |  43 | 57.4 |   + |  43 |  39 |  41 | 10 | -4.88 |  6.59 | 28.17 |  4.305 |          |                                            |
|           NGC4656 |  12 |  43 | 57.6 |   + |  32 |  10 |  13 |  8 | -0.52 |  9.59 | 28.66 |  5.395 |          |                                            |
|       [KK2000] 51 |  12 |  44 | 21.5 |   - |  42 |  56 |  23 | 10 |   0.0 |   6.6 | 27.78 |  3.597 |          |                                            |
|            DDO143 |  12 |  44 | 25.1 |   + |  34 |  23 |  11 | 10 | -1.63 |   7.8 |  29.8 |   9.12 |          |                                            |
|           UGCA294 |  12 |  44 | 38.1 |   + |  28 |  28 |  21 |  9 |   0.0 |  8.34 | 29.98 |  9.908 |          |                                            |
|            IC3718 |  12 |  44 | 46.0 |   + |  12 |  21 |   5 |  8 | -2.74 |  8.22 | 29.16 |  6.792 |          |                                            |
|        ESO381-020 |  12 |  46 |  0.4 |   - |  33 |  50 |  17 | 10 | -1.76 |  7.95 | 28.68 |  5.445 |          |                                            |
|           VCC2033 |  12 |  46 |  4.5 |   + |   8 |  28 |  35 |  9 |   0.0 |  8.32 | 29.96 |  9.817 |          |                                            |
|           VCC2037 |  12 |  46 | 15.3 |   + |  10 |  12 |  12 | 10 |   0.0 |  7.71 | 29.35 |  7.413 |          |                                            |
|           UGCA298 |  12 |  46 | 55.4 |   + |  26 |  33 |  51 |  9 |   0.0 |  8.43 | 30.21 | 11.015 |          |                                            |
|          UGC07950 |  12 |  46 | 56.4 |   + |  51 |  36 |  47 |  9 | -1.91 |  8.36 | 29.75 |  8.913 |          |                                            |
|            DDO147 |  12 |  46 | 59.8 |   + |  36 |  28 |  35 | 10 |  -2.8 |   7.7 | 28.66 |  5.395 |          |                                            |
|           FGC1497 |  12 |  47 |  0.6 |   + |  32 |  39 |   5 |  8 |   0.0 |   8.4 | 31.85 | 23.442 |          |                                            |
|           NGC4707 |  12 |  48 | 22.9 |   + |  51 |   9 |  53 | 10 |  -2.0 |  8.15 | 28.82 |  5.808 |          |                                            |
|            DDO148 |  12 |  48 | 43.1 |   - |   5 |  15 |  14 |  8 |   0.0 |  8.83 | 29.77 |  8.995 |          |                                            |
|             KK165 |  12 |  48 | 52.7 |   + |  31 |  58 |  13 | -1 |   0.0 |  7.44 | 28.66 |  5.395 |          |                                            |
|           NGC4700 |  12 |  49 |  7.6 |   - |  11 |  24 |  41 |  7 | -1.74 |  8.86 | 29.32 |  7.311 |          |                                            |
|             KK166 |  12 |  49 | 13.3 |   + |  35 |  36 |  45 | -3 | -4.81 |  7.28 | 28.38 |  4.742 |          |                                            |
|          UGC07983 |  12 |  49 | 47.0 |   + |   3 |  50 |  32 | 10 |   0.0 |  7.79 | 29.87 |  9.419 |          |                                            |
|          UGC07990 |  12 |  50 | 27.2 |   + |  28 |  21 |  10 |  8 | -2.39 |  8.53 | 31.55 | 20.417 |          |                                            |
|           NGC4736 |  12 |  50 | 53.5 |   + |  41 |   7 |  10 |  2 | -0.38 | 10.61 | 28.34 |  4.656 |          |                                            |
|            BTS157 |  12 |  51 | 13.3 |   + |  47 |   4 |  15 | 10 |   0.0 |   7.2 | 29.73 |  8.831 |          |                                            |
|             KK167 |  12 |  51 | 44.4 |   + |  26 |   6 |  38 | 10 |   0.0 |  7.64 | 29.82 |  9.204 |          |                                            |
|            IC3840 |  12 |  51 | 46.1 |   + |  21 |  44 |   7 | 10 |   0.0 |  7.04 |  28.7 |  5.495 |          |                                            |
|           NGC4765 |  12 |  53 | 14.4 |   + |   4 |  27 |  47 |  9 |   0.0 |  8.96 | 29.93 |  9.683 |          |                                            |
|            KKSG38 |  12 |  53 | 31.6 |   - |   5 |  55 |  40 | 10 |   0.0 |  7.55 | 30.09 | 10.423 |          |                                            |
|            DDO153 |  12 |  53 | 57.5 |   - |  12 |   6 |  31 |  9 | -1.56 |  8.31 | 29.52 |  8.017 |          |                                            |
|            DDO154 |  12 |  54 |  5.2 |   + |  27 |   8 |  55 | 10 | -2.52 |  7.59 | 28.03 |  4.036 |          |                                            |
|          UGC08030 |  12 |  54 | 29.4 |   + |  26 |  18 |  18 | 10 |   0.0 |   8.0 | 30.92 | 15.276 |          |                                            |
|        ESO443-009 |  12 |  54 | 53.6 |   - |  28 |  20 |  27 | 10 |   0.0 |  7.08 | 28.81 |  5.781 |          |                                            |
|            KDG215 |  12 |  55 | 40.5 |   + |  19 |  12 |  33 | 10 |   0.0 |  7.01 |  28.7 |  5.495 |          |                                            |
|        ESO219-010 |  12 |  56 |  9.6 |   - |  50 |   8 |  38 | -3 | -3.11 |  8.03 | 28.16 |  4.285 |          |                                            |
|            KDG216 |  12 |  56 | 25.0 |   + |  15 |   5 |   9 | -3 |   0.0 |  7.78 | 28.89 |  5.998 |          |                                            |
|           NGC4826 |  12 |  56 | 44.2 |   + |  21 |  41 |   5 |  2 | -0.65 | 10.48 |  28.2 |  4.365 |          |                                            |
|             CVnII |  12 |  57 | 10.0 |   + |  34 |  19 |  15 | -3 |   0.0 |  4.59 | 21.01 |  0.159 |          |                                            |
|               GR8 |  12 |  58 | 40.4 |   + |  14 |  13 |   3 | 10 | -2.69 |  6.81 | 26.64 |  2.128 |          |                                            |
|   HIPASS J1258-04 |  12 |  58 | 49.6 |   - |   4 |  53 |  19 | 10 |   0.0 |  7.82 | 29.06 |  6.486 |          |                                            |
